locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOBIDPDJ_02353	CDS	306	rpsN		COG0199	30S ribosomal protein S14
HOBIDPDJ_02354	CDS	393	rpsH		COG0096	30S ribosomal protein S8
HOBIDPDJ_02355	CDS	534	rplF		COG0097	50S ribosomal protein L6
HOBIDPDJ_02356	CDS	354	rplR		COG0256	50S ribosomal protein L18
HOBIDPDJ_02357	CDS	501	rpsE		COG0098	30S ribosomal protein S5
HOBIDPDJ_02358	CDS	186	rpmD		COG1841	50S ribosomal protein L30
HOBIDPDJ_02359	CDS	435	rplO		COG0200	50S ribosomal protein L15
HOBIDPDJ_02360	CDS	1323	secY		COG0201	Protein translocase subunit SecY
HOBIDPDJ_02361	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
HOBIDPDJ_02362	CDS	357	rpsM		COG0099	30S ribosomal protein S13
HOBIDPDJ_02363	CDS	390	rpsK		COG0100	30S ribosomal protein S11
HOBIDPDJ_02364	CDS	621	rpsD		COG0522	30S ribosomal protein S4
HOBIDPDJ_02365	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
HOBIDPDJ_02366	CDS	387	rplQ		COG0203	50S ribosomal protein L17
HOBIDPDJ_02367	CDS	414	zntR		COG0789	HTH-type transcriptional regulator ZntR
HOBIDPDJ_02368	CDS	204	arfA		COG3036	Alternative ribosome-rescue factor A
HOBIDPDJ_02369	CDS	408	mscL		COG1970	Large-conductance mechanosensitive channel
HOBIDPDJ_02370	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
HOBIDPDJ_02371	CDS	1269	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HOBIDPDJ_02372	CDS	951	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
HOBIDPDJ_02373	CDS	516	def	3.5.1.88	COG0242	Peptide deformylase
HOBIDPDJ_02374	CDS	1158				hypothetical protein
HOBIDPDJ_02375	CDS	558	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
HOBIDPDJ_02376	CDS	570	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
HOBIDPDJ_02377	CDS	825	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HOBIDPDJ_02378	CDS	264				hypothetical protein
HOBIDPDJ_02379	CDS	564	yrdA_1		COG0663	Protein YrdA
HOBIDPDJ_02380	CDS	153	icd_3	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HOBIDPDJ_02381	CDS	1134				hypothetical protein
HOBIDPDJ_02382	CDS	252				hypothetical protein
HOBIDPDJ_02383	CDS	522				hypothetical protein
HOBIDPDJ_02384	CDS	252				hypothetical protein
HOBIDPDJ_02385	CDS	534				hypothetical protein
HOBIDPDJ_02386	CDS	174				hypothetical protein
HOBIDPDJ_02387	CDS	195				hypothetical protein
HOBIDPDJ_02388	CDS	498	ssb_3		COG0629	Single-stranded DNA-binding protein
HOBIDPDJ_02389	CDS	828				hypothetical protein
HOBIDPDJ_02390	CDS	375				hypothetical protein
HOBIDPDJ_02391	CDS	483				hypothetical protein
HOBIDPDJ_02392	CDS	240				hypothetical protein
HOBIDPDJ_02393	CDS	663				hypothetical protein
HOBIDPDJ_02394	CDS	459				hypothetical protein
HOBIDPDJ_02395	CDS	174				hypothetical protein
HOBIDPDJ_02396	CDS	180				hypothetical protein
HOBIDPDJ_02397	CDS	1092				hypothetical protein
HOBIDPDJ_02398	CDS	708				hypothetical protein
HOBIDPDJ_02399	CDS	1026				hypothetical protein
HOBIDPDJ_02400	CDS	399				hypothetical protein
HOBIDPDJ_02401	CDS	213	cspA_2		COG1278	Cold shock protein CspA
HOBIDPDJ_02402	CDS	2202				hypothetical protein
HOBIDPDJ_02403	CDS	336				hypothetical protein
HOBIDPDJ_02404	CDS	927	mtrA			HTH-type transcriptional regulator MtrA
HOBIDPDJ_02405	CDS	513				hypothetical protein
HOBIDPDJ_02406	CDS	285				hypothetical protein
HOBIDPDJ_02407	CDS	351				hypothetical protein
HOBIDPDJ_02408	CDS	402				hypothetical protein
HOBIDPDJ_02409	CDS	495				hypothetical protein
HOBIDPDJ_02410	CDS	1731				hypothetical protein
HOBIDPDJ_02411	CDS	180				hypothetical protein
HOBIDPDJ_02412	CDS	1230				hypothetical protein
HOBIDPDJ_02413	CDS	651				hypothetical protein
HOBIDPDJ_02414	CDS	1215				hypothetical protein
HOBIDPDJ_02415	CDS	309				hypothetical protein
HOBIDPDJ_02416	CDS	330				hypothetical protein
HOBIDPDJ_02417	CDS	474				hypothetical protein
HOBIDPDJ_02418	CDS	342				hypothetical protein
HOBIDPDJ_02419	CDS	666				hypothetical protein
HOBIDPDJ_02420	CDS	417				hypothetical protein
HOBIDPDJ_02421	CDS	228				hypothetical protein
HOBIDPDJ_02422	CDS	3288	smc_2			Chromosome partition protein Smc
HOBIDPDJ_02423	CDS	597				hypothetical protein
HOBIDPDJ_02424	CDS	582				hypothetical protein
HOBIDPDJ_02425	CDS	549	ail_2		COG3637	Attachment invasion locus protein
HOBIDPDJ_02426	CDS	399				hypothetical protein
HOBIDPDJ_02427	CDS	411				hypothetical protein
HOBIDPDJ_02428	CDS	402				hypothetical protein
HOBIDPDJ_02429	CDS	159				hypothetical protein
HOBIDPDJ_02430	CDS	471	rrrD_3	3.2.1.17	COG3772	Lysozyme RrrD
HOBIDPDJ_02431	CDS	270				hypothetical protein
HOBIDPDJ_02432	CDS	258				hypothetical protein
HOBIDPDJ_02433	CDS	471				hypothetical protein
HOBIDPDJ_02434	CDS	1023				hypothetical protein
HOBIDPDJ_02435	CDS	195				hypothetical protein
HOBIDPDJ_02436	CDS	681				hypothetical protein
HOBIDPDJ_02437	CDS	1026				hypothetical protein
HOBIDPDJ_02438	CDS	804				hypothetical protein
HOBIDPDJ_02439	CDS	384	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
HOBIDPDJ_02440	CDS	396				hypothetical protein
HOBIDPDJ_02441	CDS	639				hypothetical protein
HOBIDPDJ_02442	CDS	1092				hypothetical protein
HOBIDPDJ_02443	CDS	195				hypothetical protein
HOBIDPDJ_02444	CDS	210				hypothetical protein
HOBIDPDJ_02445	CDS	459				hypothetical protein
HOBIDPDJ_02446	CDS	663				hypothetical protein
HOBIDPDJ_02447	CDS	216				hypothetical protein
HOBIDPDJ_02448	CDS	690	lexA_2	3.4.21.88		LexA repressor
HOBIDPDJ_02449	CDS	204				hypothetical protein
HOBIDPDJ_02450	CDS	324				hypothetical protein
HOBIDPDJ_02451	CDS	495				hypothetical protein
HOBIDPDJ_02452	CDS	1638	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
HOBIDPDJ_02453	CDS	1236	fldA_1	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
HOBIDPDJ_02454	CDS	828	hgdC	3.6.1.3	COG1924	(R)-2-hydroxyglutaryl-CoA dehydratase activating ATPase
HOBIDPDJ_02455	CDS	1242	fldB_1	4.2.1.-		(R)-phenyllactyl-CoA dehydratase alpha subunit
HOBIDPDJ_02456	CDS	1134	hadC	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit
HOBIDPDJ_02457	CDS	1320				hypothetical protein
HOBIDPDJ_02458	CDS	1140	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
HOBIDPDJ_02459	CDS	777	fixA_1		COG2086	Protein FixA
HOBIDPDJ_02460	CDS	942	fixB_1		COG2025	Protein FixB
HOBIDPDJ_02461	CDS	1287		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
HOBIDPDJ_02462	CDS	285	fixX_1		COG2440	Ferredoxin-like protein FixX
HOBIDPDJ_02463	CDS	966	nphR			Transcriptional activator NphR
HOBIDPDJ_02464	CDS	567				hypothetical protein
HOBIDPDJ_02465	CDS	699				hypothetical protein
HOBIDPDJ_02466	CDS	330				hypothetical protein
HOBIDPDJ_02467	CDS	372				hypothetical protein
HOBIDPDJ_02468	CDS	270				hypothetical protein
HOBIDPDJ_02469	CDS	3168				hypothetical protein
HOBIDPDJ_02470	CDS	408				hypothetical protein
HOBIDPDJ_02471	CDS	945				hypothetical protein
HOBIDPDJ_02472	CDS	1020				hypothetical protein
HOBIDPDJ_02473	CDS	183				hypothetical protein
HOBIDPDJ_02474	CDS	372				hypothetical protein
HOBIDPDJ_02475	CDS	693				hypothetical protein
HOBIDPDJ_02476	CDS	756				hypothetical protein
HOBIDPDJ_02477	CDS	372				hypothetical protein
HOBIDPDJ_02478	CDS	369				hypothetical protein
HOBIDPDJ_02479	CDS	342				hypothetical protein
HOBIDPDJ_02480	CDS	378				hypothetical protein
HOBIDPDJ_02481	CDS	951				hypothetical protein
HOBIDPDJ_02482	CDS	687				hypothetical protein
HOBIDPDJ_02483	CDS	1065				hypothetical protein
HOBIDPDJ_02484	CDS	1377				hypothetical protein
HOBIDPDJ_02485	CDS	666				hypothetical protein
HOBIDPDJ_02486	CDS	342				hypothetical protein
HOBIDPDJ_02487	CDS	474				hypothetical protein
HOBIDPDJ_02488	CDS	330				hypothetical protein
HOBIDPDJ_02489	CDS	300				hypothetical protein
HOBIDPDJ_02490	CDS	1167				hypothetical protein
HOBIDPDJ_02491	CDS	669				hypothetical protein
HOBIDPDJ_02492	CDS	1269				hypothetical protein
HOBIDPDJ_02493	CDS	1734				hypothetical protein
HOBIDPDJ_02494	CDS	468				hypothetical protein
HOBIDPDJ_02495	CDS	339				hypothetical protein
HOBIDPDJ_02496	CDS	345				hypothetical protein
HOBIDPDJ_02497	CDS	639	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
HOBIDPDJ_02498	CDS	564				hypothetical protein
HOBIDPDJ_02499	CDS	699	elfD		COG3121	putative fimbrial chaperone protein ElfD
HOBIDPDJ_02500	CDS	576				hypothetical protein
HOBIDPDJ_02501	CDS	558				hypothetical protein
HOBIDPDJ_02502	CDS	717	fimC_2			Chaperone protein FimC
HOBIDPDJ_02503	CDS	816				hypothetical protein
HOBIDPDJ_02504	CDS	2544	yraJ_3		COG3188	Outer membrane usher protein YraJ
HOBIDPDJ_02505	CDS	621				hypothetical protein
HOBIDPDJ_02506	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
HOBIDPDJ_02507	CDS	567	efp		COG0231	Elongation factor P
HOBIDPDJ_02508	CDS	477	rpiB	5.3.1.6	COG0698	Ribose-5-P isomerase B
HOBIDPDJ_02509	CDS	621	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
HOBIDPDJ_02510	CDS	2016	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
HOBIDPDJ_02511	CDS	954	hyfC	1.-.-.-	COG0650	Hydrogenase-4 component C
HOBIDPDJ_02512	CDS	1440	mrpA_5		COG1009	Na(+)/H(+) antiporter subunit A
HOBIDPDJ_02513	CDS	651	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
HOBIDPDJ_02514	CDS	1569	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
HOBIDPDJ_02515	CDS	1734	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
HOBIDPDJ_02516	CDS	555	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
HOBIDPDJ_02517	CDS	783	hycG		COG3260	Formate hydrogenlyase subunit 7
HOBIDPDJ_02518	CDS	411				hypothetical protein
HOBIDPDJ_02519	CDS	501	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
HOBIDPDJ_02520	CDS	993	arnC_5	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HOBIDPDJ_02521	CDS	1584				hypothetical protein
HOBIDPDJ_02522	CDS	978	gsiC		COG0601	Glutathione transport system permease protein GsiC
HOBIDPDJ_02523	CDS	813	dppC_1		COG1173	Dipeptide transport system permease protein DppC
HOBIDPDJ_02524	CDS	804	cntD_1	7.2.2.-	COG0444	Metal-staphylopine import system ATP-binding protein CntD
HOBIDPDJ_02525	CDS	612	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
HOBIDPDJ_02526	CDS	3150				hypothetical protein
HOBIDPDJ_02527	CDS	867	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
HOBIDPDJ_02528	CDS	1542	yjjI			putative protein YjjI
HOBIDPDJ_02529	CDS	693	ytjB		COG3726	putative inner membrane protein Smp
HOBIDPDJ_02530	CDS	978	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
HOBIDPDJ_02531	CDS	1392	radA	3.6.4.-	COG1066	DNA repair protein RadA
HOBIDPDJ_02532	CDS	1245	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
HOBIDPDJ_02533	CDS	1140				hypothetical protein
HOBIDPDJ_02534	CDS	1545				hypothetical protein
HOBIDPDJ_02535	CDS	1440	phoA	3.1.3.1	COG1785	Alkaline phosphatase
HOBIDPDJ_02536	CDS	1638				hypothetical protein
HOBIDPDJ_02537	CDS	543				hypothetical protein
HOBIDPDJ_02538	CDS	264				hypothetical protein
HOBIDPDJ_02539	tRNA	87				tRNA-Leu(cag)
HOBIDPDJ_02540	CDS	426				hypothetical protein
HOBIDPDJ_02541	CDS	1014	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
HOBIDPDJ_02542	CDS	411	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
HOBIDPDJ_02543	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
HOBIDPDJ_02544	CDS	921				hypothetical protein
HOBIDPDJ_02545	CDS	537				hypothetical protein
HOBIDPDJ_02546	CDS	195				hypothetical protein
HOBIDPDJ_02547	CDS	1242	intS_2		COG0582	Prophage integrase IntS
HOBIDPDJ_02548	CDS	276				hypothetical protein
HOBIDPDJ_02549	CDS	975				hypothetical protein
HOBIDPDJ_02550	CDS	426				hypothetical protein
HOBIDPDJ_02551	CDS	1320	umuC		COG0389	Protein UmuC
HOBIDPDJ_02552	CDS	450	umuD	3.4.21.-	COG1974	Protein UmuD
HOBIDPDJ_02553	CDS	906	polC	2.7.7.7		DNA polymerase III PolC-type
HOBIDPDJ_02554	CDS	300				hypothetical protein
HOBIDPDJ_02555	CDS	924				hypothetical protein
HOBIDPDJ_02556	CDS	2889	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
HOBIDPDJ_02557	CDS	4971				hypothetical protein
HOBIDPDJ_02558	CDS	6423	cshB	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshB
HOBIDPDJ_02559	CDS	2136	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
HOBIDPDJ_02560	CDS	2151				hypothetical protein
HOBIDPDJ_02561	CDS	1821				hypothetical protein
HOBIDPDJ_02562	CDS	561				hypothetical protein
HOBIDPDJ_02563	CDS	636				hypothetical protein
HOBIDPDJ_02564	CDS	588				hypothetical protein
HOBIDPDJ_02565	CDS	240				hypothetical protein
HOBIDPDJ_02566	CDS	282				hypothetical protein
HOBIDPDJ_02567	CDS	627				hypothetical protein
HOBIDPDJ_02568	CDS	897				hypothetical protein
HOBIDPDJ_02569	CDS	1290				hypothetical protein
HOBIDPDJ_02570	CDS	573				hypothetical protein
HOBIDPDJ_02571	CDS	387				hypothetical protein
HOBIDPDJ_02572	CDS	834				hypothetical protein
HOBIDPDJ_02573	CDS	939				hypothetical protein
HOBIDPDJ_02574	CDS	693	dsbC_2		COG1651	Thiol:disulfide interchange protein DsbC
HOBIDPDJ_02575	CDS	2400	traC_2			Protein TraC
HOBIDPDJ_02576	CDS	348				hypothetical protein
HOBIDPDJ_02577	CDS	513				hypothetical protein
HOBIDPDJ_02578	CDS	1125				hypothetical protein
HOBIDPDJ_02579	CDS	1029				hypothetical protein
HOBIDPDJ_02580	CDS	3693				hypothetical protein
HOBIDPDJ_02581	CDS	249				hypothetical protein
HOBIDPDJ_02582	CDS	2274				hypothetical protein
HOBIDPDJ_02583	CDS	519				hypothetical protein
HOBIDPDJ_02584	CDS	675	endA	3.1.21.1	COG2356	Endonuclease-1
HOBIDPDJ_02585	CDS	603				hypothetical protein
HOBIDPDJ_02586	CDS	327				hypothetical protein
HOBIDPDJ_02587	CDS	420				Single-stranded DNA-binding protein
HOBIDPDJ_02588	CDS	819				hypothetical protein
HOBIDPDJ_02589	CDS	144				hypothetical protein
HOBIDPDJ_02590	CDS	1017				hypothetical protein
HOBIDPDJ_02591	CDS	960	cobS_2	6.6.1.2		Aerobic cobaltochelatase subunit CobS
HOBIDPDJ_02592	CDS	768				hypothetical protein
HOBIDPDJ_02593	CDS	954				hypothetical protein
HOBIDPDJ_02594	CDS	441				hypothetical protein
HOBIDPDJ_02595	CDS	1656				hypothetical protein
HOBIDPDJ_02596	CDS	498				hypothetical protein
HOBIDPDJ_02597	CDS	342				hypothetical protein
HOBIDPDJ_02598	CDS	1074				hypothetical protein
HOBIDPDJ_02599	CDS	708				hypothetical protein
HOBIDPDJ_02600	CDS	1965	recF_2			DNA replication and repair protein RecF
HOBIDPDJ_02601	CDS	1893	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
HOBIDPDJ_02602	CDS	945				hypothetical protein
HOBIDPDJ_02603	CDS	1389				hypothetical protein
HOBIDPDJ_02604	CDS	3570				hypothetical protein
HOBIDPDJ_02605	CDS	432				hypothetical protein
HOBIDPDJ_02606	CDS	534	flhC_2			Flagellar transcriptional regulator FlhC
HOBIDPDJ_02607	CDS	300	flhD_1			Flagellar transcriptional regulator FlhD
HOBIDPDJ_02608	CDS	549				hypothetical protein
HOBIDPDJ_02609	CDS	663				hypothetical protein
HOBIDPDJ_02610	CDS	870				hypothetical protein
HOBIDPDJ_02611	CDS	252				hypothetical protein
HOBIDPDJ_02612	CDS	648			COG1974	putative HTH-type transcriptional regulator
HOBIDPDJ_02613	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
HOBIDPDJ_02614	CDS	348	osmY_2		COG2823	Osmotically-inducible protein Y
HOBIDPDJ_02615	CDS	1062				hypothetical protein
HOBIDPDJ_02616	CDS	783	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
HOBIDPDJ_02617	CDS	1302	nupX		COG1972	Putative nucleoside permease NupX
HOBIDPDJ_02618	CDS	780	deoC_2	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
HOBIDPDJ_02619	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
HOBIDPDJ_02620	CDS	1227	deoB	5.4.2.7	COG1015	Phosphopentomutase
HOBIDPDJ_02621	CDS	717	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
HOBIDPDJ_02622	CDS	1314	citN		COG2851	Citrate transporter
HOBIDPDJ_02623	CDS	1737	hdc	4.1.1.22		Histidine decarboxylase
HOBIDPDJ_02624	CDS	117				hypothetical protein
HOBIDPDJ_02625	CDS	267	ybiI		COG1734	putative protein YbiI
HOBIDPDJ_02626	CDS	1452	pykA_2	2.7.1.40	COG0469	Pyruvate kinase II
HOBIDPDJ_02627	CDS	1338	uhpC_2		COG2271	Membrane sensor protein UhpC
HOBIDPDJ_02628	CDS	1287	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
HOBIDPDJ_02629	CDS	2376	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
HOBIDPDJ_02630	CDS	1101	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
HOBIDPDJ_02631	CDS	210				hypothetical protein
HOBIDPDJ_02632	CDS	1449	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
HOBIDPDJ_02633	CDS	633	dhaL_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
HOBIDPDJ_02634	CDS	1065	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
HOBIDPDJ_02635	CDS	261				hypothetical protein
HOBIDPDJ_02636	CDS	291				hypothetical protein
HOBIDPDJ_02637	CDS	1197	tetA_2			Tetracycline resistance protein, class B
HOBIDPDJ_02638	CDS	624	tetR_3			Tetracycline repressor protein class H
HOBIDPDJ_02639	CDS	945	nadK_1	2.7.1.23		NAD kinase
HOBIDPDJ_02640	CDS	1017				hypothetical protein
HOBIDPDJ_02641	CDS	843				hypothetical protein
HOBIDPDJ_02642	CDS	408				hypothetical protein
HOBIDPDJ_02643	CDS	468				hypothetical protein
HOBIDPDJ_02644	CDS	945				hypothetical protein
HOBIDPDJ_02645	CDS	1077	stiP	3.4.22.-		Cysteine protease StiP
HOBIDPDJ_02646	CDS	771				hypothetical protein
HOBIDPDJ_02647	CDS	1146				hypothetical protein
HOBIDPDJ_02648	CDS	585	yceC		COG2310	Stress response protein SCP2
HOBIDPDJ_02649	CDS	1155				hypothetical protein
HOBIDPDJ_02650	CDS	456				hypothetical protein
HOBIDPDJ_02651	CDS	1026	alx		COG0861	Putative membrane-bound redox modulator Alx
HOBIDPDJ_02652	CDS	579	yceD_2		COG2310	General stress protein 16U
HOBIDPDJ_02653	CDS	576	yceD_3		COG2310	General stress protein 16U
HOBIDPDJ_02654	CDS	681				hypothetical protein
HOBIDPDJ_02655	CDS	1569				hypothetical protein
HOBIDPDJ_02656	CDS	1521				hypothetical protein
HOBIDPDJ_02657	CDS	912	oxyR_2			Hydrogen peroxide-inducible genes activator
HOBIDPDJ_02658	CDS	2286	ydeP		COG0243	Protein YdeP
HOBIDPDJ_02659	CDS	1353	cydA_2	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
HOBIDPDJ_02660	CDS	1008	appB_2	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
HOBIDPDJ_02661	CDS	180				hypothetical protein
HOBIDPDJ_02662	CDS	918				hypothetical protein
HOBIDPDJ_02663	CDS	756				hypothetical protein
HOBIDPDJ_02664	tRNA	77				tRNA-Met(cat)
HOBIDPDJ_02665	CDS	1857	rpoD		COG0568	RNA polymerase sigma factor RpoD
HOBIDPDJ_02666	CDS	1749	dnaG	2.7.7.-	COG0358	DNA primase
HOBIDPDJ_02667	CDS	216	rpsU		COG0828	30S ribosomal protein S21
HOBIDPDJ_02668	CDS	1023	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HOBIDPDJ_02669	CDS	1407	aroH_2	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
HOBIDPDJ_02670	CDS	399				hypothetical protein
HOBIDPDJ_02671	CDS	525	bacA	4.1.1.100		Prephenate decarboxylase
HOBIDPDJ_02672	CDS	699				hypothetical protein
HOBIDPDJ_02673	CDS	657	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
HOBIDPDJ_02674	CDS	351	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
HOBIDPDJ_02675	CDS	1224	cca		COG0617	Multifunctional CCA protein
HOBIDPDJ_02676	CDS	759				hypothetical protein
HOBIDPDJ_02677	CDS	924				hypothetical protein
HOBIDPDJ_02678	CDS	2835	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
HOBIDPDJ_02679	CDS	1425	hldE		COG2870	Bifunctional protein HldE
HOBIDPDJ_02680	CDS	954				hypothetical protein
HOBIDPDJ_02681	CDS	1308				hypothetical protein
HOBIDPDJ_02682	CDS	315	ubiK			Ubiquinone biosynthesis accessory factor UbiK
HOBIDPDJ_02683	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
HOBIDPDJ_02684	CDS	786	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
HOBIDPDJ_02685	CDS	1164	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
HOBIDPDJ_02686	CDS	729				hypothetical protein
HOBIDPDJ_02687	CDS	1398	tolC_2			Outer membrane protein TolC
HOBIDPDJ_02688	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
HOBIDPDJ_02689	CDS	840	cpdA_2	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HOBIDPDJ_02690	CDS	591				hypothetical protein
HOBIDPDJ_02691	CDS	1896	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
HOBIDPDJ_02692	CDS	2958	parC	5.6.2.2		DNA topoisomerase 4 subunit A
HOBIDPDJ_02693	CDS	750	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HOBIDPDJ_02694	CDS	1422	ftsP		COG2132	Cell division protein FtsP
HOBIDPDJ_02695	CDS	3255		3.4.21.-		Extracellular serine protease
HOBIDPDJ_02696	CDS	1182				hypothetical protein
HOBIDPDJ_02697	CDS	486				IS1595 family transposase ISSsu9
HOBIDPDJ_02698	CDS	822	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
HOBIDPDJ_02699	CDS	378	apaG		COG2967	Protein ApaG
HOBIDPDJ_02700	CDS	819	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
HOBIDPDJ_02701	CDS	1002	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
HOBIDPDJ_02702	CDS	1311	surA	5.2.1.8	COG0760	Chaperone SurA
HOBIDPDJ_02703	CDS	2367	lptD		COG1452	LPS-assembly protein LptD
HOBIDPDJ_02704	CDS	801	djlA		COG1076	Co-chaperone protein DjlA
HOBIDPDJ_02705	CDS	654	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
HOBIDPDJ_02706	CDS	2904	rapA_2	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
HOBIDPDJ_02707	CDS	2355	polB	2.7.7.7	COG0417	DNA polymerase II
HOBIDPDJ_02708	CDS	570				hypothetical protein
HOBIDPDJ_02709	CDS	453				hypothetical protein
HOBIDPDJ_02710	CDS	702	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
HOBIDPDJ_02711	CDS	1581				hypothetical protein
HOBIDPDJ_02712	CDS	1014	thiB		COG4143	Thiamine-binding periplasmic protein
HOBIDPDJ_02713	CDS	531	rppH_2	3.6.1.-	COG0494	RNA pyrophosphohydrolase
HOBIDPDJ_02714	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
HOBIDPDJ_02715	CDS	885	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HOBIDPDJ_02716	CDS	852	thyA	2.1.1.45	COG0207	Thymidylate synthase
HOBIDPDJ_02717	CDS	534				hypothetical protein
HOBIDPDJ_02718	CDS	480				hypothetical protein
HOBIDPDJ_02719	CDS	639				hypothetical protein
HOBIDPDJ_02720	CDS	459				hypothetical protein
HOBIDPDJ_02721	CDS	285				hypothetical protein
HOBIDPDJ_02722	CDS	3378	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
HOBIDPDJ_02723	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
HOBIDPDJ_02724	CDS	3639	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
HOBIDPDJ_02725	CDS	1917	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
HOBIDPDJ_02726	CDS	1335	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
